Res_id,ua,city,name,votes,locality,locality2,newlocality,latitude,longitude,cuisines,newcuisine,average_cost_for_two,Column,aggregate_rating,rating_text,establishment,delivery,address,url,timings,zipcode,locality_verbose,currency,price_range,highlights,opentable_support,photo_count
18303828,Delhi,New Delhi,Burger King,1065,"PVR Anupam Complex, Saket","PVR Anupam Complex, Saket",Saket,28.52319266,77.20776971,"Burger, Fast Food, Beverages",Burger,500,,3.9,Good,Quick Bites,-1,"PVR Anupam Complex, Saket, New Delhi",https://www.zomato.com/ncr/burger-king-1-saket-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 12 Midnight,,"PVR Anupam Complex, Saket, New Delhi",Rs.,2,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Air Conditioned']",0,316
18371393,Delhi,New Delhi,Midnight Hunger Hub,1064,Punjabi Bagh,Punjabi Bagh,Punjabi Bagh,28.6668689,77.1216118,"North Indian, Fast Food, Italian, Asian",North Indian,800,,4.2,Very Good,,1,"Punjabi Bagh, New Delhi",https://www.zomato.com/ncr/midnight-hunger-hub-punjabi-bagh-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,7 PM to 5 AM,,"Punjabi Bagh, New Delhi",Rs.,2,"['No Seating Available', 'Dinner', 'Delivery', 'Cash', 'No Alcohol Available']",0,1022
553,Delhi,New Delhi,Haldiram's,1063,Lajpat Nagar 2,Lajpat Nagar 2,Lajpat Nagar 2,28.56534387,77.23839819,"Mithai, North Indian, Fast Food, Street Food, South Indian, Chinese",North Indian,600,,4.1,Very Good,Quick Bites,-1,"45, Ring Road, Lajpat Nagar 2, New Delhi",https://www.zomato.com/ncr/haldirams-lajpat-nagar-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,8 AM to 11 PM,0,"Lajpat Nagar 2, New Delhi",Rs.,2,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Sodexo', 'Air Conditioned']",0,832
300661,Delhi,New Delhi,Changezi Chicken,1060,Karol Bagh,Karol Bagh,Karol Bagh,28.65507401,77.20028836,"North Indian, Afghan",North Indian,500,,3.9,Good,Quick Bites,-1,"3-A, New Rohtak Road, East Park Road, Near HDFC Bank, Karol Bagh, New Delhi",https://www.zomato.com/ncr/changezi-chicken-karol-bagh-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3 PM to 11 PM (Mon, Wed-Sun), Tue Closed",0,"Karol Bagh, New Delhi",Rs.,2,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible']",0,328
8911,Delhi,New Delhi,The Beer Cafe,1058,Janpath,Janpath,Janpath,28.62913863,77.21962843,"Finger Food, North Indian",Finger Food,1250,,3.6,Good,,0,"1/2, Scindia House, Janpath, New Delhi",https://www.zomato.com/ncr/the-beer-cafe-janpath-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Janpath, New Delhi",Rs.,,,,
18373071,Delhi,New Delhi,Jugmug Thela,1057,"Champa Gali, Saket","Champa Gali, Saket",Saket,28.51737275,77.19984513,Cafe,Cafe,600,,4,Very Good,Cafe,-1,"Shed 4, Khasra 258, Behind Kuldeep House, Lane 3, Westend Marg, Saidulajab, Near Saket, New Delhi",https://www.zomato.com/ncr/jugmug-thela-saket-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 8 PM,110030,"Champa Gali, Saket, New Delhi",Rs.,2,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",0,1723
307432,Delhi,New Delhi,DRAMZ,1056,Mehrauli,Mehrauli,Mehrauli,28.52455421,77.18362279,"European, Modern Indian, Asian",European,3200,,4.1,Very Good,Lounge,-1,"1580/1, KD Marg, Near Qutub Minar, Mehrauli, New Delhi",https://www.zomato.com/ncr/dramz-mehrauli-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12:30pm to 1am (Mon-Sun),110030,"Mehrauli, New Delhi",Rs.,4,"['Dinner', 'Cash', 'Debit Card', 'Credit Card', 'Nightlife', 'Live Music', 'Romantic Dining', 'Air Conditioned', 'Wifi', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area']",0,1087
18658913,Delhi,New Delhi,Dramebaaz,1056,Delhi University-GTB Nagar,Delhi University-GTB Nagar,Delhi University-GTB Nagar,28.69307229,77.20543284,"North Indian, Continental, Italian",North Indian,1450,,4.4,Muito Bom,Lounge,-1,"2624, First & Second Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",https://www.zomato.com/ncr/dramebaaz-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 12 Midnight,,"Delhi University-GTB Nagar, New Delhi",Rs.,3,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'DJ', 'Nightlife', 'Indoor Seating', 'Live Entertainment', 'Fullbar', 'Table booking recommended']",0,2315
304612,Delhi,Noida,RollsKing,1055,Sector 18,Sector 18,Sector 18,28.56812416,77.32480355,Fast Food,Fast Food,300,,4,Very Good,,0,"J-3, Near GIP Footover Bridge, Sector 18, Noida",https://www.zomato.com/ncr/rollsking-1-sector-18-noida?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Sector 18, Noida",Rs.,,,,
310471,Delhi,New Delhi,Masabaa,1053,Punjabi Bagh,Punjabi Bagh,Punjabi Bagh,28.66689832,77.12341323,"North Indian, Chinese, Italian, Continental",North Indian,2300,,3.9,Good,Lounge,1,"Building 37, Club Road, Punjabi Bagh, New Delhi",https://www.zomato.com/ncr/masabaa-punjabi-bagh-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 1 AM,,"Punjabi Bagh, New Delhi",Rs.,4,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Credit Card', 'Nightlife', 'Fullbar', 'Table booking recommended', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Wifi']",0,2984
18601423,Delhi,New Delhi,Tales & Spirits,1053,Connaught Place,Connaught Place,Connaught Place,28.63240573,77.21624449,"Continental, North Indian, Asian, Thai",Continental,1500,,4,Very Good,Lounge,-1,"P15/90, Outer Circle, Connaught Place, New Delhi",https://www.zomato.com/ncr/tales-spirits-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 1 AM,,"Connaught Place, New Delhi",Rs.,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Live Music', 'Serves Cocktails', 'Free Wifi', 'Table reservation required', 'Wifi', 'Nightlife', 'Wine', 'Indoor Seating', 'Above 18 Only', 'Air Conditioned', 'Smoking Area', 'DJ', 'Fullbar', 'Beer']",0,1973
8429,Delhi,New Delhi,Chocolateria San Churro,1052,"M Block Market, Greater Kailash 2 (GK2)","M Block Market, Greater Kailash 2 (GK2)",Greater Kailash 2 (GK2),28.53460885,77.24360403,"Cafe, Bakery, Desserts",Cafe,1000,,4,Very Good,Cafe,1,"1, M Block Market, Greater Kailash (GK) 2, New Delhi",https://www.zomato.com/ncr/chocolateria-san-churro-greater-kailash-gk-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10 AM to 1 AM,0,"M Block Market, Greater Kailash 2 (GK2), New Delhi",Rs.,3,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes', 'Air Conditioned', 'Wifi']",0,1086
18579994,Delhi,New Delhi,Sambookas,1051,Delhi University-GTB Nagar,Delhi University-GTB Nagar,Delhi University-GTB Nagar,28.69410989,77.2048223,"Cafe, Continental, Italian",Cafe,800,,4.3,Very Good,Cafe,1,"Shop 6&7, Hudson Lane, Delhi University-GTB Nagar, New Delhi",https://www.zomato.com/ncr/sambookas-2-delhi-university-gtb-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,110009,"Delhi University-GTB Nagar, New Delhi",Rs.,2,"['Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Breakfast', 'Board Games', 'Live Entertainment', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Axis Bank - Dining Delights', 'Wifi', 'All Day Breakfast', 'Free Parking', 'Live Sports Screening', 'Air Conditioned', 'Kid Friendly']",0,3298
313368,Delhi,New Delhi,Naturals Ice Cream,1051,Rajouri Garden,Rajouri Garden,Rajouri Garden,28.64737742,77.11953241,Ice Cream,Ice Cream,300,,4.4,Very Good,Dessert Parlour,1,"J-2/10, BK Dutt Market, Rajouri Garden, New Delhi",https://www.zomato.com/ncr/natural-ice-cream-rajouri-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 1 AM,,"Rajouri Garden, New Delhi",Rs.,1,"['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Wheelchair Accessible', 'Pure Veg']",0,998
9618,Delhi,New Delhi,The Blue Door Cafe,1049,Khan Market,Khan Market,Khan Market,28.60013283,77.22657133,"Italian, European, Cafe, Salad",Italian,1700,,3.9,Good,Casual Dining,-1,"66, Middle Lane, Khan Market, New Delhi",https://www.zomato.com/ncr/the-blue-door-cafe-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7:30 AM to 11:30 PM (Mon-Fri, Sun), 7:30 AM to 11:55 PM (Sat)",,"Khan Market, New Delhi",Rs.,3,"['Debit Card', 'Takeaway Available', 'Breakfast', 'Dinner', 'Lunch', 'Cash', 'Credit Card', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Air Conditioned', 'Smoking Area']",0,1056
304931,Delhi,New Delhi,Guppy,1048,Lodhi Colony,Lodhi Colony,Lodhi Colony,28.58458884,77.22372416,"Japanese, Seafood, Sushi, Pok̩",Japanese,2700,,4.4,Very Good,Fine Dining,1,"28, Main Market, Lodhi Colony, New Delhi",https://www.zomato.com/ncr/guppy-lodhi-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 3:30 PM, 7 PM to 12:30 AM",110003,"Lodhi Colony, New Delhi",Rs.,4,"['Lunch', 'Serves Alcohol', 'Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Fullbar', 'Air Conditioned', 'Vegan Options', 'Brunch', 'Indoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Wifi']",0,1888
3041,Delhi,New Delhi,Maxims Pastry Shop,1048,Kailash Colony,Kailash Colony,Kailash Colony,28.5527286,77.2421767,"Bakery, Desserts, Fast Food, Salad",Bakery,300,,4.3,Very Good,Bakery,-1,"HS-3, Main Market, Kailash Colony, New Delhi",https://www.zomato.com/ncr/maxims-pastry-shop-kailash-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10 AM to 9:30 PM,0,"Kailash Colony, New Delhi",Rs.,1,"['No Seating Available', 'Cash', 'Takeaway Available', 'Desserts and Bakes', 'Air Conditioned']",0,747
308016,Delhi,Gurgaon,Sutra Gastropub,1046,"Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City",DLF Cyber City,28.4948147,77.0883282,"Mediterranean, European, American, North Indian",Mediterranean,2300,,3.8,Good,,0,"201-202, Cyber Hub, DLF Cyber City, Gurgaon",https://www.zomato.com/ncr/sutra-gastropub-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Cyber Hub, DLF Cyber City, Gurgaon",Rs.,,,,
305839,Delhi,New Delhi,Kiyan - The Roseate,1044,"The Roseate, Kapashera","The Roseate, Kapashera",Kapashera,28.52539139,77.1004723,"Thai, European, North Indian, Pizza, Salad",Thai,4500,,4.4,Very Good,Fine Dining,-1,"The Roseate, 21st Milestone, Samalkha, NH 8, Kapashera, New Delhi",https://www.zomato.com/ncr/kiyan-the-roseate-kapashera-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,7am to 11:30pm (Mon-Sun),,"The Roseate, Kapashera, New Delhi",Rs.,4,"['Breakfast', 'Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Wine', 'Romantic Dining', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Luxury Dining', 'Indoor Seating', '4/5 Star', 'Air Conditioned']",0,891
9338,Delhi,New Delhi,Haldiram's,1044,Rohini,Rohini,Rohini,28.71605059,77.11441711,"Mithai, North Indian, Fast Food, Street Food, South Indian, Chinese",North Indian,350,,4,Very Good,Quick Bites,-1,"Ground Floor, D-Mall, Sector 10, Near Rohini West Metro Station, Rohini, New Delhi",https://www.zomato.com/ncr/haldirams-rohini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,9:30 AM to 10:30 PM,0,"Rohini, New Delhi",Rs.,1,"['Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",0,830
18624001,Delhi,New Delhi,Castle's Barbeque,1038,"Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden",Tagore Garden,28.64299796,77.10646335,"North Indian, Chinese, BBQ",North Indian,1600,,4.4,Very Good,Casual Dining,-1,"3rd Floor, Pacific Mall, Tagore Garden, New Delhi",https://www.zomato.com/ncr/castles-barbeque-tagore-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 5 PM, 6:30 PM to 11 PM",,"Pacific Mall, Tagore Garden, New Delhi",Rs.,3,"['Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Mall Parking', 'Credit Card', 'Debit Card', 'Fullbar', 'Air Conditioned', 'Buffet', 'Indoor Seating', 'Table booking recommended']",0,1585
310563,Delhi,New Delhi,Domino's Pizza,1036,Shahdara,Shahdara,Shahdara,28.69213997,77.2917641,"Pizza, Fast Food",Pizza,400,,3.7,Good,Quick Bites,-1,"B-10, Ground Floor, Adjacent ICICI Bank, Jyoti Nagar, Shahdara, New Delhi",https://www.zomato.com/ncr/dominos-pizza-shahdara-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10:57 AM to 12 Midnight,,"Shahdara, New Delhi",Rs.,1,"['Cash', 'Credit Card', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",0,222
307931,Delhi,New Delhi,Coast Cafe,1033,Hauz Khas Village,Hauz Khas Village,Hauz Khas Village,28.5545112,77.1960285,"Continental, Kerala",Continental,1400,,4.5,Excellent,,1,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi",https://www.zomato.com/ncr/coast-cafe-hauz-khas-village-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Hauz Khas Village, New Delhi",Rs.,,,,
18291442,Delhi,New Delhi,Qureshi Kabab Corner,1031,Jama Masjid,Jama Masjid,Jama Masjid,28.64992575,77.23600466,"Mughlai, Kebab",Mughlai,200,,4.4,Very Good,Dhaba,-1,"Opposite Gate 1, Jama Masjid, New Delhi",https://www.zomato.com/ncr/qureshi-kabab-corner-jama-masjid-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,5 PM to 12:30 AM,,"Jama Masjid, New Delhi",Rs.,1,"['Cash', 'Dinner', 'Takeaway Available', 'Indoor Seating']",0,412
18544058,Delhi,New Delhi,Yum Yum Cha,1030,Khan Market,Khan Market,Khan Market,28.59972425,77.22652338,"Chinese, Japanese, Sushi",Chinese,1800,,4.5,Excellent,Casual Dining,-1,"Shop 69, First floor, Middle Lane, Khan Market, New Delhi",https://www.zomato.com/ncr/yum-yum-cha-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 11 PM,,"Khan Market, New Delhi",Rs.,3,"['Lunch', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",0,2223
18759923,Delhi,Gurgaon,Duty Free | Vayu Bar,1030,Sector 29,Sector 29,Sector 29,28.46835176,77.06276413,"Continental, Mexican, North Indian, Italian, Asian",Continental,1300,,4.1,Very Good,,0,"SCO 32, Sector 29, Gurgaon",https://www.zomato.com/ncr/duty-free-vayu-bar-sector-29-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Sector 29, Gurgaon",Rs.,,,,
18604836,Delhi,New Delhi,Hishi Cafe,1028,Jangpura,Jangpura,Jangpura,28.5813547,77.24289291,"American, Continental, Fast Food, Beverages",American,850,,4.6,Excellent,Cafe,-1,"Shop 28, Jangpura, New Delhi",https://www.zomato.com/ncr/hishi-cafe-jangpura-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,8 AM to 4 AM,110014,"Jangpura, New Delhi",Rs.,2,"['Takeaway Available', 'Dinner', 'Delivery', 'Credit Card', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",0,395
930,Delhi,New Delhi,Zen,1027,Connaught Place,Connaught Place,Connaught Place,28.6342534,77.2192738,"Chinese, Japanese, Italian, Seafood",Chinese,1500,,3.5,Good,,1,"B-25, Connaught Place, New Delhi",https://www.zomato.com/ncr/zen-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Connaught Place, New Delhi",Rs.,,,,
7209,Delhi,New Delhi,Papa Veg Chinese Food,1026,Paschim Vihar,Paschim Vihar,Paschim Vihar,28.670088,77.101973,"Chinese, Momos",Chinese,300,,3.8,Good,Quick Bites,1,"A-2 G-112, Sunderam Tower, Commercial Center, Opposite Punjab & Sind Bank, Paschim Vihar, New Delhi",https://www.zomato.com/ncr/papa-veg-chinese-food-paschim-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11:30 AM to 2 AM,0,"Paschim Vihar, New Delhi",Rs.,1,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Pure Veg', 'Outdoor Seating']",0,256
18542996,Delhi,New Delhi,Jazbaa,1025,Rajouri Garden,Rajouri Garden,Rajouri Garden,28.6524599,77.12073706,"North Indian, Chinese, Italian, Momos",North Indian,2300,,4.3,Very Good,Lounge,-1,"F-89, Vishal Enclave, Rajouri Garden, New Delhi",https://www.zomato.com/ncr/jazbaa-rajouri-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 1 AM,,"Rajouri Garden, New Delhi",Rs.,4,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Live Music', 'Rooftop', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Fullbar', 'Outdoor Seating', 'Indoor Seating', 'Above 18 Only', 'Air Conditioned', 'Nightlife']",0,3003
4907,Delhi,New Delhi,Kitty Su - The Lalit New Delhi,1024,"The Lalit New Delhi, Barakhamba Road","The Lalit New Delhi, Barakhamba Road",Barakhamba Road,28.6317367,77.2279977,"Finger Food, Italian",Finger Food,5000,,3.9,Good,Club,-1,"Barakhamba Avenue, Barakhamba Road, New Delhi",https://www.zomato.com/KittySuNewDelhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Closed (Mon),7pm to 1am (Tue),8pm to 1am (Wed-Sun)",,"The Lalit New Delhi, Barakhamba Road, New Delhi",Rs.,4,"['Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Wheelchair Accessible', 'Dance Floor', 'Valet Parking Available', 'Live Music', 'Table booking recommended', 'LGBTQIA Friendly', 'Nightlife', 'Fullbar', 'Indoor Seating', '4/5 Star', 'Air Conditioned', 'Smoking Area']",0,106
836,Delhi,Gurgaon,Pind Balluchi,1022,Sector 29,Sector 29,Sector 29,28.4680413,77.0644064,"North Indian, Mughlai",North Indian,800,,3.4,Average,,1,"Vatika Grand, Near Leisure Valley, Sector 29, Gurgaon",https://www.zomato.com/ncr/pind-balluchi-sector-29-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,,"Sector 29, Gurgaon",Rs.,,,,
18610194,Delhi,New Delhi,Imperfecto Ruin Pub,1021,"Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg",Khel Gaon Marg,28.56327,77.22448,"Finger Food, Italian, North Indian, Momos",Finger Food,1800,,4.1,Very Good,Pub,-1,"A-201-A-233, 2nd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",https://www.zomato.com/ncr/imperfecto-ruin-pub-khel-gaon-marg-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12noon to 1am (Mon-Sun),,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",Rs.,3,"['Dinner', 'Mall Parking', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Debit Card', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Fullbar', 'Live Music', 'Air Conditioned', 'Wifi']",0,1274
4404,Delhi,New Delhi,Yellow Brick Road - Taj Vivanta,1019,"Taj Vivanta, Khan Market","Taj Vivanta, Khan Market",Khan Market,28.60120638,77.22944632,"Continental, North Indian, South Indian, Italian",Continental,3500,,4,Very Good,Fine Dining,-1,"Taj Vivanta, Subramania Bharti Marg, Sujan Singh Park, Khan Market, New Delhi",https://www.zomato.com/ncr/yellow-brick-road-taj-vivanta-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,24 Hours,110003,"Taj Vivanta, Khan Market, New Delhi",Rs.,4,"['Dinner', 'Cash', 'Breakfast', 'Debit Card', 'Lunch', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Gluten Free Options', 'Valet Parking Available', 'Fullbar', '4/5 Star', 'Table Reservation Not Required', 'Wheelchair Accessible', 'Buffet']",0,627
18312480,Delhi,New Delhi,Burger Singh - Big Punjabi Burgers,1015,"Sector 4, Dwarka","Sector 4, Dwarka",Dwarka,28.60224,77.046815,"Burger, Fast Food",Fast Food,300,,3.9,Good,Quick Bites,1,"F-7, 1st Floor, Plot 3, Local Shopping Complex, Sector 4, Dwarka",https://www.zomato.com/ncr/burger-singh-big-punjabi-burgers-sector-4-dwarka-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 4 AM,,"Sector 4, Dwarka, New Delhi",Rs.,1,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Wifi', 'Digital Payments Accepted']",0,382
3492,Delhi,New Delhi,Concept Shawarma,1014,"Flyover Market, Defence Colony","Flyover Market, Defence Colony",Defence Colony,28.57828328,77.238768,"North Indian, Chinese",North Indian,650,,4.2,Very Good,Quick Bites,1,"138 & 139, Flyover Market, Defence Colony, New Delhi",https://www.zomato.com/ncr/concept-shawarma-defence-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11am to 11:30pm (Mon-Sun),0,"Flyover Market, Defence Colony, New Delhi",Rs.,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",0,47
311506,Delhi,New Delhi,KFC,1014,West Patel Nagar,West Patel Nagar,West Patel Nagar,28.645573,77.168919,"Burger, Fast Food",Burger,450,,4.1,Very Good,Quick Bites,1,"Upper Ground Floor, W-2/14, West Patel Nagar, New Delhi",https://www.zomato.com/ncr/kfc-west-patel-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,,"West Patel Nagar, New Delhi",Rs.,1,"['Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",0,293
18603777,Delhi,New Delhi,Orient Heritage,1013,Malviya Nagar,Malviya Nagar,Malviya Nagar,28.5352436,77.21262485,"Asian, Japanese, Thai, Sushi, Pok̩, Chinese",Chinese,850,,4.6,Excellent,,1,"Shop 90/61B, Malviya Nagar, New Delhi",https://www.zomato.com/ncr/orient-heritage-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11:30 AM to 12 Midnight,110017,"Malviya Nagar, New Delhi",Rs.,2,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card']",0,1495
305526,Delhi,New Delhi,Flavors of Chennai,1012,Malviya Nagar,Malviya Nagar,Malviya Nagar,28.53889034,77.21344326,South Indian,South Indian,300,,4.1,Very Good,Casual Dining,-1,"6, Corner Market, Near Hanuman Temple, Malviya Nagar, New Delhi",https://www.zomato.com/flavorsofchennai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,8am to 10:30pm (Mon-Sun),110017,"Malviya Nagar, New Delhi",Rs.,1,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",0,836
303642,Delhi,New Delhi,Kuremal Mohan Lal Kulfi Wale,1010,Chawri Bazar,Chawri Bazar,Chawri Bazar,28.64759427,77.22696595,Ice Cream,Ice Cream,200,,4.5,Excellent,Dessert Parlour,-1,"526, Kucha Pati Ram, Bazar Sita Ram, Near Chawri Bazar Metro Station, Chawri Bazar, New Delhi",https://www.zomato.com/ncr/kuremal-mohan-lal-kulfi-wale-chawri-bazar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,9 AM to 10:30 PM,,"Chawri Bazar, New Delhi",Rs.,1,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Desserts and Bakes', 'Pure Veg']",0,868
18851371,Delhi,New Delhi,Station Bar,1009,Connaught Place,Connaught Place,Connaught Place,28.63106088,77.22003076,"Asian, Continental, North Indian, Mediterranean, Bar Food",Asian,1600,,4.8,Excellent,Bar,-1,"F-60, Second Floor, Connaught Place, New Delhi",https://www.zomato.com/ncr/station-bar-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mon-Sun (12 Noon to 1 AM),,"Connaught Place, New Delhi",Rs.,3,"['Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'DJ', 'Fullbar', 'Live Music', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi']",0,1981
